ID,Name,Concepticon_ID,Concepticon_Gloss,Spanish,Portuguese,Simplified,SemanticField,SensoryCategory
358,to pull out of something (e.g. a necklace on a neck),,,"sacar de algo (p. ej., el collar en un cuello)",,,,Basic actions and technology
359,walk in a dragging manner,,,caminar arrastrando los pies,,,,Motion
360,"to grate manioc, to smooth, polish",,,"rallar yuca, lijar, pulir",,,,Basic actions and technology
361,to climb up a tree,,,subirse a un árbol,,,,Basic actions and technology
362,"to eat, scratch ones's skin, to dig a hole",,,"comer, rascarse la piel, cavar un hueco",,,,Basic actions and technology
363,to cut (e.g. with scissors),,,"cortar (p. ej., con tijeras)",,,,Basic actions and technology
364,to walk in a dragging manner (on the beach),,,caminar arrastrándose (en la playa),,,,Motion
365,spit into water / liquid falling on the ground,,,líquido cayendo en el piso,,Significado en narrativas / significado elicitado.,,Motion
366,fish jumping,,,pez saltando,,,,Animals
367,to send an arrow / to break (ping),,,lanzar una flecha / romper (con sonido metálico),,Significado en narrativas / significado elicitado.,,"Basic actions and technology, Warfare and hunting"
368,"smoke / cramp (in the legs, arms)",,,"humo / calambre (en las piernas, los brazos)",,Significado en narrativas / significado elicitado.,,"The body, The physical world"
369,"to emerge from water / a lot of rain falling, to fall into shallow water",,,"emerger del agua / mucha lluvia cayendo, caerse en agua poco profunda",,Significado en narrativas / significado elicitado. Transcripción: [pɔ:].,,"Motion, The physical world"
370,to put (to the ground),,,poner (en el suelo),,,,Spatial relations
371,to fly,,,volar,,,,Motion
372,"to pour with a ladle, scoop / to throw liquid, to throw the manioc mass on to the ground",,,"servir con un cucharón, sacar a cucharadas / botar líquido, botar la masa de yuca en el suelo",,Significado en narrativas / significado elicitado.,,Basic actions and technology
374,"to vomit, steam getting out",,,"vomitar, vapor saliendo",,,,"The body, The physical world"
375,"to run (many people, animal)",,,"correr (muchas personas, animal)",,,,Motion
376,"to get up, to grab",,,"levantar(se?), agarrar",,,,Basic actions and technology
377,"to row, to tie around, to pick up (a fruit) from the ground",,,"remar, amarrar alrededor, recoger (una fruta) del suelo",,,,Basic actions and technology
378,to cut with an axe or a knife,,,cortar con una hacha o un cuchillo,,,,Basic actions and technology
379,to break something,,,romper algo,,,,Basic actions and technology
380,to spin cotton,,,hilar algodón,,,,Clothing and grooming
381,to drill a stone / sound of something breaking,,,taladrar una piedra / sonido de algo rompiéndose,,Significado en narrativas / significado elicitado.,,Basic actions and technology
382,exclamation beautiful,,,exclamación hermoso,,Marcado como interjección.,,Emotion and values
383,to tear manioc cake into pieces,,,partir un queque de yuca en pedazos,,,,"Food and drink, Quantity"
384,"pull out plant, sweep / to grate manioc, sound of bird",,,"sacar planta, barrer / rallar yuca, sonido de ave",,Significado en narrativas / significado elicitado.,,Basic actions and technology
385,to cough,,,toser,,,,The body
386,to cough (jaguar) / sound of animal,,,toser (jaguar) / sonido de animal,,Significado en narrativas / significado elicitado.,,Animals
387,to beat someone/something with a club/the hand,,,golpear a alguien o algo con un palo/la mano,,,,Basic actions and technology
388,to fall/jump into water,,,caer o saltar en el agua,,,,Motion
389,to swim,,,nadar,,,,Motion
390,"to cut (e.g. the throat) / to hit with arrow, to stab with knife",,,"cortar (p. ej., la garganta) / flechar, acuchillar",,Significado en narrativas / significado elicitado.,,Basic actions and technology
391,to cut with a knife / to hit with arrow,,,cortar con cuchillo / flechar,,Significado en narrativas / significado elicitado.,,Basic actions and technology
392,to cut with a knife,,,cortar con cuchilllo,,,,Basic actions and technology
393,to walk on dry leaves (not on the path) / to walk in the thicket,,,caminar sobre hojas secas (no en el camino) / caminar en el matorral,,Significado en narrativas / significado elicitado.,,Motion
394,to wash / to make movement in water,,,lavar / hacer movimientos en el agua,,Significado en narrativas / significado elicitado.,,Basic actions and technology
395,to describe (point into different directions),,,describir (apuntar en diferentes direcciones),,,,Speech and language
396,"to water, to throw water / to enter the thicket, to spill water",,,"regar, lanzar agua / entrar en el matorral, derramar agua",,,,Motion
397,to get inside,,,entrar,,,,Motion
398,to cool down hot liquid,,,enfríar líquido caliente,,,,The physical world
400,exclamation well done,,,exclamación bien hecho,,Marcado como interjección.,,Emotion and values
401,to start running / to arrive at the ground,,,empezar a correr / llegar al suelo/tierra,,Significado en narrativas / significado elicitado.,,Motion
402,to fart,,,tirarse un pedo,,,,The body
403,to run,,,correr,,,,Motion
404,"fire burning, sound of wind",,,"fuego ardiendo, sonido del viento",,,,The physical world
405,"to encounter, to stop of a sudden when hearing sound",,,"encontrarse con, parar repentinamente al escuchar un ruido",,,,Motion
406,"to close around something, to encounter",,,"cerrarse alrededor de algo, encontrar",,,,Motion
407,"to encounter, meet with",,,encontrarse con,,,,Motion
408,"to climb up, to limp",,,"trepar, cojear",,,,Motion
409,to drive/scare away,,,"alejar, ahuyentar",,,,Emotion and values
410,"to touch someone, to apply urucum to someone's body",,,"tocar a alguien, aplicar achiote en el cuerpo de alguien",,,,Sense perception
411,to lick up,,,lamer,,,,The body
412,the sound of something falling,,,sonido de algo cayendo,,,,Motion
413,a signal of joy,,,señal de felicidad,,,,Emotion and values
414,the sound of knocking,,,"sonido de tocar, dar golpecitos",,,,Basic actions and technology
416,"tõi, name of a small green parrot who says tõi tõi tõi",,,"tõi, nombre de un lorito verde que dice tõi tõi tõi",,,,Animals
417,name of a bird who says waipaiyo,,,nombre de un ave que dice waipayo,,,,Animals
418,sound of toucan,,,sonido de tucán,,,,Animals
419,drops of sweat,,,gotas de sudor,,,,The body
420,hit the water,,,caer en el agua,,,,Motion
421,sound of chewing something hard,,,sonido de masticar algo duro,,,,"Food and drink, The body"
422,sound of a tree's leaves moving,,,sonido de las hojas de un árbol moviéndose,,Transcripción: [áβɨ̀x] (donde x es un superíndice),,"Agriculture and vegetation, Motion"
423,movement of a child in its crib when it does not sleep well,,,movimiento de un bebé en su cuna cuando no puede dormir,,Transcripción: [àkʲʰɛ́ˀ-ákʲʰɛ̀],,Motion
424,doing one thing after another,,,hacer una cosa después de otra,,Transcripción: [kʰàmá-kʰámà],,OTHER
425,digging up the ground,,,cavar en la tierra,,Trancripción: [kʰàt͡ʃɯ́-kʰát͡ʃɯ̀],,Basic actions and technology
426,crawling,,,gatear,,Trancripción: [kʰàɲáˀ-kʰáɲà],,Motion
427,jumping on one leg,,,saltar en una pierna,,Transcripción: [kʰɯ̀ní-kʰɯ́nì],,Basic actions and technology
428,"slow, continuous action",,,accion lenta y continua,,Puede tener alargamiento de vocal,,OTHER
429,completed action,,,accion completada,,,,OTHER
430,the action was done repeatedly,,,la acción se ha completado repetidamente,,,,Time
431,an action continued for some time but finally ended,,,la acción continuó por un tiempo pero finalmente terminó,,,,Time
432,"suddenly, immediately",,,"reprentinamente, inmediatamente",,,,Time
433,"quickly, durative actions",,,"rápidamente, acciones durativas",,,,Time
434,"quickly, punctiliar actions",,,"rápidamente, acciones puntuales",,,,Time
435,back and forth,,,"de ida y vuelta, de un lado a otro",,,,Motion
436,immediately,,,inmediatamente,,,,Time
437,dividing into small pieces,,,dividir en pedazos pequeños,,,,Basic actions and technology
438,"dividing into pieces (larger than dege), dividing horizontally",,,"dividir en pedazos (más grandes que dege), dividir horizontalmente",,,,Basic actions and technology
439,"directly, quickly",,,"directamente, rápido",,,,Motion
440,tightly,,,apretado,,,,Basic actions and technology
441,a small amount more or less,,,una catidad pequeña más o menos,,,,Quantity
442,"slowly, a small amount",,,"lentamente, una pequeña cantidad",,,,Quantity
443,continuously in small amounts,,,continuamente y de a pocos,,,,Time
445,sound of choshna,,,sonido de chosna,,,,Animals
446,sound of ants walking,,,sonido de hormigas caminando,,,,Animals
447,sound of manacaraco,,,sonido de manacaraco (especie de ave),,,,Animals
448,sound of some mammals while eating,,,sonido de algunos mamíferos cuando comen,,,,Animals
449,sound of capybara,,,sonido del capibara,,,,Animals
450,sound of hitting something,,,sonido de golpear algo,,,,Basic actions and technology
452,something big like a tree falls down,,,algo grande como un árbol se cae,,,,Motion
453,sound of something big flying,,,sonido de algo grande volando,,,,Motion
454,singing of bëi bëi bird,,,canto de ave llamada bëi bëi,,,,Animals
455,singing of kana kana bird,,,canto de ave llamada kana kana,,,,Animals
456,singing of pux pux bird,,,canto de ave llamaba pux pux,,,,Animals
457,hoping ambulation of vultures,,,gallinazos deambulando dando saltos,,,,Animals
458,when birds lift their wings for flight but then freeze,,,cuando un ave levanta sus alas para volar pero luego se queda inmóvil,,,,Animals
459,turning off of lights or motors,,,motor o luz apagándose,,,,Basic actions and technology
460,single booms of thunder,,,truenos individuales,,,,The physical world
461,rumbling thunder,,,retumbar de varios truenos,,,,The physical world
462,sound of lightning peels [sic],,,sonido de relámpago,,,,The physical world
463,flashes of light,,,destellos de luz,,,,The physical world
464,wind,,,viento,,,,The physical world
465,"spraying of aerosol cans, fizzing of shaken carbonated drinks",,,"pulverizador rociando, burbujeo de una gaseosa que ha sido agitada",,,,The physical world
466,non-stop rain,,,lluvia que no para,,,,The physical world
467,fall on rocks,,,caer sobre piedras,,,,Motion
468,"to vanish, birds and planes quickly pulling out of nose dives, gusts of wind",,,"desvanecerse, aves y aviones saliéndose rápidamente de una caída en picada, ráfagas de viento",,,,Motion
469,tremble,,,temblar,,,,Motion
470,fall over,,,caerse,,,,Motion
471,fall far,,,sufrir una caída larga,,,,Motion
472,jump into undergrowth,,,saltar en la maleza/matorrales,,,,"Agriculture and vegetation, Motion"
473,hit with blunt object,,,golpe con un objeto contundente,,,,Basic actions and technology
474,cry of nightjar,,,sonido del chotacabras (especie de ave),,,,Animals
475,cry of smooth-billed ani,,,sonido del garrapatero de pico liso (especie de ave),,,,Animals
476,cry of squirrel cuckoo,,,sonido de cuco ardilla (especie de ave),,,,Animals
477,cry of any small bird,,,sonido de cualquier ave pequeña,,,,Animals
478,cry of duck,,,sonido del pato,,,,Animals
479,cry of dog,,,sonido del perro,,,,Animals
480,cry of pig,,,sonido del chancho,,,,Animals
481,cry of cow,,,sonido de la vaca,,,,Animals
482,cry of anteater,,,sonido del oso hormiguero,,,,Animals
483,cry of capuchin monkey,,,sonido del mono capuchino,,,,Animals
484,cry of peccary,,,sonido del pecarí,,,,Animals
485,sound of vegetation moving,,,sonido de la vegetación moviéndose,,,,"Agriculture and vegetation, Motion"
486,sound of leaf falling,,,sonido de hoja cayendo,,,,"Agriculture and vegetation, Motion"
487,sound of liana being pulled up,,,sonido de la liana cuando la jalan,,,,Agriculture and vegetation
488,sound of stick breaking,,,sonido de una rama o palito rompiéndose,,,,Agriculture and vegetation
489,sound of bone breaking,,,sonido de un hueso rompiéndose,,,,The body
490,sound of water boiling,,,sonido de agua hirviendo,,,,Food and drink
491,sound of something falling in water,,,sonido de algo cayendo en el agua,,,,Motion
492,sound of shooting arrow,,,sonido de disparo de flecha,,,,Warfare and hunting
493,sound of shooting gun,,,sonido de disparo de arma de fuego,,,,Warfare and hunting
494,sound of person falling on the ground,,,sonido de una persona cayendo al suelo,,,,Motion
